lsn,eventtime,event,filedirectoryname,fullpath,creationtime,modifiedtime,mftmodifiedtime,accessedtime,redo,targetvcn,clusterindex,missing_fullpath_flag
8729471809,12/21/23 14:53:08,File Deletion,1-cf05-6583e0b6,\Users\blueangel\AppData\Local\Dropbox\logs\1\1-cf05-6583e0b6,12/21/23 14:53:08,12/21/23 14:53:08,12/21/23 14:53:08,12/23/23 0:21:18,Deallocate File Record Segment,0xB852,4,0
8729472226,12/23/23 0:21:33,File Creation,58f73522-8de4-4510-9eb7-50a094144e43.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\58f73522-8de4-4510-9eb7-50a094144e43.tmp,12/23/23 0:21:33,12/23/23 0:21:33,12/23/23 0:21:33,12/23/23 0:21:33,Initialize File Record Segment,0x1F33,4,0
8729473153,12/23/23 0:21:33,File Creation,Network Persistent State~RF96015.TMP,\Users\blueangel\AppData\Roaming\Evernote\Network\Network Persistent State~RF96015.TMP,12/23/23 0:21:33,12/23/23 0:21:33,12/23/23 0:21:33,12/23/23 0:21:33,Initialize File Record Segment,0x789F,4,0
8729473550,12/23/23 0:21:33,File Deletion,Network Persistent State~RF96015.TMP,\Users\blueangel\AppData\Roaming\Evernote\Network\Network Persistent State~RF96015.TMP,12/23/23 0:21:33,12/23/23 0:21:33,12/23/23 0:21:33,12/23/23 0:21:33,Deallocate File Record Segment,0x789F,4,0
8729474891,12/16/22 17:32:19,File Deletion,Network Persistent State~RF96015.TMP,\Users\blueangel\AppData\Roaming\Evernote\Network\Network Persistent State~RF96015.TMP,12/16/22 17:32:19,12/23/23 0:20:32,12/23/23 0:21:33,12/23/23 0:20:32,Deallocate File Record Segment,0x46B7,6,0
8729488961,12/23/23 0:21:35,File Creation,d90a39ae-c45a-4e0b-91ca-8fd4b0538209.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\d90a39ae-c45a-4e0b-91ca-8fd4b0538209.tmp,12/23/23 0:21:35,12/23/23 0:21:35,12/23/23 0:21:35,12/23/23 0:21:35,Initialize File Record Segment,0x46B7,6,0
8729489787,12/23/23 0:21:35,File Creation,TransportSecurity~RF967f5.TMP,\Users\blueangel\AppData\Roaming\Evernote\Network\TransportSecurity~RF967f5.TMP,12/23/23 0:21:35,12/23/23 0:21:35,12/23/23 0:21:35,12/23/23 0:21:35,Initialize File Record Segment,0x789F,4,0
8729490128,12/23/23 0:21:35,File Deletion,TransportSecurity~RF967f5.TMP,\Users\blueangel\AppData\Roaming\Evernote\Network\TransportSecurity~RF967f5.TMP,12/23/23 0:21:35,12/23/23 0:21:35,12/23/23 0:21:35,12/23/23 0:21:35,Deallocate File Record Segment,0x789F,4,0
8729491431,12/23/23 0:21:35,File Deletion,TransportSecurity~RF967f5.TMP,\Users\blueangel\AppData\Roaming\Evernote\Network\TransportSecurity~RF967f5.TMP,12/16/22 17:32:24,12/23/23 0:21:04,12/23/23 0:21:35,12/23/23 0:21:04,Deallocate File Record Segment,0x744A,4,0
8729493157,12/23/23 0:21:36,File Creation,NewFileTime_SI_C_Manipulation.dll,\Program Files\Windows Mail\NewFileTime_SI_C_Manipulation.dll,12/23/23 0:21:36,12/23/23 0:21:36,12/23/23 0:21:36,12/23/23 0:21:36,Initialize File Record Segment,0x744A,4,0
8729493446,12/23/23 0:21:36,File Deletion,NewFileTime_SI_C_Manipulation.dll,\Program Files\Windows Mail\NewFileTime_SI_C_Manipulation.dll,12/23/23 0:21:36,12/23/23 0:21:36,12/23/23 0:21:36,12/23/23 0:21:36,Deallocate File Record Segment,0x744A,4,0
8729495215,12/23/23 0:21:36,File Creation,Windows Mail.lnk,\Users\blueangel\AppData\Roaming\Microsoft\Windows\Recent\Windows Mail.lnk,12/23/23 0:21:36,12/23/23 0:21:36,12/23/23 0:21:36,12/23/23 0:21:36,Initialize File Record Segment,0x744A,4,0
8729496000,12/23/23 0:21:36,File Creation,NewFileTime_SI_C_Manipulation.dll,\Program Files\Windows Mail\NewFileTime_SI_C_Manipulation.dll,12/23/23 0:21:36,12/23/23 0:21:36,12/23/23 0:21:36,12/23/23 0:21:36,Initialize File Record Segment,0x789F,4,0
8729496900,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:37,12/23/23 0:21:37,12/23/23 0:21:37,Initialize File Record Segment,0x8018,6,0
8729498160,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:37,12/23/23 0:21:37,12/23/23 0:21:37,Deallocate File Record Segment,0x8018,6,0
8729498345,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:37,12/23/23 0:21:37,12/23/23 0:21:37,Initialize File Record Segment,0x8018,6,0
8729499592,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:37,12/23/23 0:21:37,12/23/23 0:21:37,Deallocate File Record Segment,0x8018,6,0
8729500027,12/20/22 22:00:40,Updating Modified Time,anen.bxlog,\ProgramData\Avast Software\Avast\log\anen.bxlog,12/20/22 22:00:40,12/23/23 0:21:37,12/23/23 0:21:37,12/23/23 0:21:37,Update Resident Value,0x1543D,0,0
8729500237,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:42,12/23/23 0:21:42,12/23/23 0:21:42,Initialize File Record Segment,0x8018,6,0
8729501484,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:42,12/23/23 0:21:42,12/23/23 0:21:42,Deallocate File Record Segment,0x8018,6,0
8729501669,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:42,12/23/23 0:21:42,12/23/23 0:21:42,Initialize File Record Segment,0x8018,6,0
8729502926,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:42,12/23/23 0:21:42,12/23/23 0:21:42,Deallocate File Record Segment,0x8018,6,0
8729503111,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:42,12/23/23 0:21:42,12/23/23 0:21:42,Initialize File Record Segment,0x8018,6,0
8729504369,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:42,12/23/23 0:21:42,12/23/23 0:21:42,Deallocate File Record Segment,0x8018,6,0
8729505360,12/16/22 17:14:04,Updating Modified Time,Recent,\Users\blueangel\AppData\Roaming\Microsoft\Windows\Recent,12/16/22 17:14:04,12/23/23 0:21:36,12/23/23 0:21:36,12/23/23 0:21:36,Update Resident Value,0x68B7,4,0
8729525201,12/23/23 0:21:18,File Creation,config.dbx-journal,\Users\blueangel\AppData\Local\Dropbox\instance1\config.dbx-journal,12/23/23 0:21:18,12/23/23 0:21:46,12/23/23 0:21:46,12/23/23 0:21:46,Initialize File Record Segment,0x8018,6,0
8729526265,12/23/23 0:21:18,File Deletion,config.dbx-journal,\Users\blueangel\AppData\Local\Dropbox\instance1\config.dbx-journal,12/23/23 0:21:18,12/23/23 0:21:46,12/23/23 0:21:46,12/23/23 0:21:46,Deallocate File Record Segment,0x8018,6,0
8729526432,12/21/23 15:00:08,File Deletion,1-d7b4-6583e188,\Users\blueangel\AppData\Local\Dropbox\logs\1\1-d7b4-6583e188,12/21/23 15:00:08,12/21/23 15:00:08,12/21/23 15:00:08,12/23/23 0:21:32,Deallocate File Record Segment,0x6A5E,6,0
8729529323,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:47,12/23/23 0:21:47,12/23/23 0:21:47,Initialize File Record Segment,0x6A5E,6,0
8729530564,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:47,12/23/23 0:21:47,12/23/23 0:21:47,Deallocate File Record Segment,0x6A5E,6,0
8729530749,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:47,12/23/23 0:21:47,12/23/23 0:21:47,Initialize File Record Segment,0x6A5E,6,0
8729532063,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:47,12/23/23 0:21:47,12/23/23 0:21:47,Deallocate File Record Segment,0x6A5E,6,0
8729532309,12/23/23 0:21:47,Directory Creation,NewFileTime,\Users\blueangel\AppData\Roaming\NewFileTime,12/23/23 0:21:47,12/23/23 0:21:47,12/23/23 0:21:47,12/23/23 0:21:47,Initialize File Record Segment,0x6A5E,6,0
8729532643,12/23/23 0:21:47,File Creation,NewFileTime.ini,\Users\blueangel\AppData\Roaming\NewFileTime\NewFileTime.ini,12/23/23 0:21:47,12/23/23 0:21:47,12/23/23 0:21:47,12/23/23 0:21:47,Initialize File Record Segment,0x8018,6,0
8729539941,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:50,12/23/23 0:21:50,12/23/23 0:21:50,Initialize File Record Segment,0x8019,2,0
8729541197,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:50,12/23/23 0:21:50,12/23/23 0:21:50,Deallocate File Record Segment,0x8019,2,0
8729541437,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:52,12/23/23 0:21:52,12/23/23 0:21:52,Initialize File Record Segment,0x8019,2,0
8729542696,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:52,12/23/23 0:21:52,12/23/23 0:21:52,Deallocate File Record Segment,0x8019,2,0
8729542881,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:52,12/23/23 0:21:52,12/23/23 0:21:52,Initialize File Record Segment,0x8019,2,0
8729544126,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:52,12/23/23 0:21:52,12/23/23 0:21:52,Deallocate File Record Segment,0x8019,2,0
8729561500,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:55,12/23/23 0:21:55,12/23/23 0:21:55,Initialize File Record Segment,0x8019,2,0
8729562761,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:55,12/23/23 0:21:55,12/23/23 0:21:55,Deallocate File Record Segment,0x8019,2,0
8729562946,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:55,12/23/23 0:21:55,12/23/23 0:21:55,Initialize File Record Segment,0x8019,2,0
8729564201,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:55,12/23/23 0:21:55,12/23/23 0:21:55,Deallocate File Record Segment,0x8019,2,0
8729564386,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:55,12/23/23 0:21:55,12/23/23 0:21:55,Initialize File Record Segment,0x8019,2,0
8729565633,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:55,12/23/23 0:21:55,12/23/23 0:21:55,Deallocate File Record Segment,0x8019,2,0
8729566131,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:57,12/23/23 0:21:57,12/23/23 0:21:57,Initialize File Record Segment,0x8019,2,0
8729567388,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:57,12/23/23 0:21:57,12/23/23 0:21:57,Deallocate File Record Segment,0x8019,2,0
8729567622,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:57,12/23/23 0:21:57,12/23/23 0:21:57,Initialize File Record Segment,0x8019,2,0
8729568881,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:21:57,12/23/23 0:21:57,12/23/23 0:21:57,Deallocate File Record Segment,0x8019,2,0
8729569062,12/23/23 0:21:57,File Creation,NEWFILETIME_X64.EXE-6C60D39A.pf,\Windows\Prefetch\NEWFILETIME_X64.EXE-6C60D39A.pf,12/23/23 0:21:57,12/23/23 0:21:57,12/23/23 0:21:57,12/23/23 0:21:57,Initialize File Record Segment,0x8019,2,0
8729578220,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:22:02,12/23/23 0:22:02,12/23/23 0:22:02,Initialize File Record Segment,0x8019,4,0
8729579472,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:22:02,12/23/23 0:22:02,12/23/23 0:22:02,Deallocate File Record Segment,0x8019,4,0
8729579717,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:22:02,12/23/23 0:22:02,12/23/23 0:22:02,Initialize File Record Segment,0x8019,4,0
8729580966,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:22:02,12/23/23 0:22:02,12/23/23 0:22:02,Deallocate File Record Segment,0x8019,4,0
8729581208,12/23/23 0:22:03,File Creation,config.dbx-journal,\Users\blueangel\AppData\Local\Dropbox\instance1\config.dbx-journal,12/23/23 0:22:03,12/23/23 0:22:03,12/23/23 0:22:03,12/23/23 0:22:03,Initialize File Record Segment,0x8019,4,0
8729582308,12/23/23 0:22:03,File Deletion,config.dbx-journal,\Users\blueangel\AppData\Local\Dropbox\instance1\config.dbx-journal,12/23/23 0:22:03,12/23/23 0:22:03,12/23/23 0:22:03,12/23/23 0:22:03,Deallocate File Record Segment,0x8019,4,0
8729582467,12/22/23 16:52:39,File Deletion,1-dd0b-65854e55,\Users\blueangel\AppData\Local\Dropbox\logs\1\1-dd0b-65854e55,12/22/23 16:52:39,12/22/23 16:52:39,12/22/23 16:52:39,12/23/23 0:21:46,Deallocate File Record Segment,0xB9F5,6,0
8729585726,12/20/22 22:00:42,Updating Modified Time,selfdef.log,\ProgramData\Avast Software\Avast\log\selfdef.log,12/20/22 22:00:42,12/23/23 0:22:04,12/23/23 0:22:04,12/23/23 0:22:04,Update Resident Value,0x1543F,4,0
8729586814,12/16/22 16:12:44,Updating Modified Time,Prefetch,\Windows\Prefetch,12/16/22 16:12:44,12/23/23 0:21:57,12/23/23 0:21:57,12/23/23 0:21:57,Update Resident Value,0x6586,2,0
8729603004,12/23/23 0:22:05,File Creation,6b36731e-b511-4af3-a755-b4a9bd7cec64.tmp,\Users\blueangel\AppData\Roaming\Evernote\Network\6b36731e-b511-4af3-a755-b4a9bd7cec64.tmp,12/23/23 0:22:05,12/23/23 0:22:05,12/23/23 0:22:05,12/23/23 0:22:05,Initialize File Record Segment,0x8019,4,0
8729603835,12/23/23 0:22:05,File Creation,TransportSecurity~RF9deac.TMP,\Users\blueangel\AppData\Roaming\Evernote\Network\TransportSecurity~RF9deac.TMP,12/23/23 0:22:05,12/23/23 0:22:05,12/23/23 0:22:05,12/23/23 0:22:05,Initialize File Record Segment,0x8019,6,0
8729604175,12/23/23 0:22:05,File Deletion,TransportSecurity~RF9deac.TMP,\Users\blueangel\AppData\Roaming\Evernote\Network\TransportSecurity~RF9deac.TMP,12/23/23 0:22:05,12/23/23 0:22:05,12/23/23 0:22:05,12/23/23 0:22:05,Deallocate File Record Segment,0x8019,6,0
8729605527,12/16/22 17:32:24,File Deletion,TransportSecurity~RF9deac.TMP,\Users\blueangel\AppData\Roaming\Evernote\Network\TransportSecurity~RF9deac.TMP,12/16/22 17:32:24,12/23/23 0:21:35,12/23/23 0:22:05,12/23/23 0:21:35,Deallocate File Record Segment,0x46B7,6,0
8729606838,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:22:07,12/23/23 0:22:07,12/23/23 0:22:07,Initialize File Record Segment,0x46B7,6,0
8729608085,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:22:07,12/23/23 0:22:07,12/23/23 0:22:07,Deallocate File Record Segment,0x46B7,6,0
8729608281,12/23/23 0:14:40,File Creation,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:22:07,12/23/23 0:22:07,12/23/23 0:22:07,Initialize File Record Segment,0x46B7,6,0
8729609529,12/23/23 0:14:40,File Deletion,UDB-User23847576+RemoteGraph.sql-journal,\Users\blueangel\AppData\Roaming\Evernote\conduit-storage\https%3A%2F%2Fwww.evernote.com\UDB-User23847576+RemoteGraph.sql-journal,12/23/23 0:14:40,12/23/23 0:22:07,12/23/23 0:22:07,12/23/23 0:22:07,Deallocate File Record Segment,0x46B7,6,0
8729614543,12/23/23 0:22:09,Directory Creation,IrfanView (64 Bit),IrfanView (64 Bit),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Initialize File Record Segment,0x46B7,6,1
8729614821,12/23/23 0:22:09,Directory Deletion,IrfanView (64 Bit),IrfanView (64 Bit),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Deallocate File Record Segment,0x46B7,6,1
8729615067,12/23/23 0:22:09,Directory Creation,Mozilla Firefox,Mozilla Firefox,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Initialize File Record Segment,0x46B7,6,1
8729615343,12/23/23 0:22:09,Directory Deletion,Mozilla Firefox,Mozilla Firefox,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Deallocate File Record Segment,0x46B7,6,1
8729615549,12/23/23 0:22:09,Directory Creation,Opera,Opera,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Initialize File Record Segment,0x46B7,6,1
8729615777,12/23/23 0:22:09,Directory Deletion,Opera,Opera,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Deallocate File Record Segment,0x46B7,6,1
8729616008,12/23/23 0:22:09,Directory Creation,Java Runtime Environment 7 (64 Bit),Java Runtime Environment 7 (64 Bit),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Initialize File Record Segment,0x46B7,6,1
8729616304,12/23/23 0:22:09,Directory Deletion,Java Runtime Environment 7 (64 Bit),Java Runtime Environment 7 (64 Bit),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Deallocate File Record Segment,0x46B7,6,1
8729616540,12/23/23 0:22:09,Directory Creation,Google Chrome (Avast),Google Chrome (Avast),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Initialize File Record Segment,0x46B7,6,1
8729616883,12/23/23 0:22:09,Directory Deletion,Google Chrome (Avast),Google Chrome (Avast),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Deallocate File Record Segment,0x46B7,6,1
8729617087,12/23/23 0:22:09,Directory Creation,Safari,Safari,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Initialize File Record Segment,0x46B7,6,1
8729617315,12/23/23 0:22:09,Directory Deletion,Safari,Safari,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Deallocate File Record Segment,0x46B7,6,1
8729617644,12/23/23 0:22:09,Directory Creation,WinRAR Archiver (64 Bit),WinRAR Archiver (64 Bit),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Initialize File Record Segment,0x46B7,6,1
8729617938,12/23/23 0:22:09,Directory Deletion,WinRAR Archiver (64 Bit),WinRAR Archiver (64 Bit),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Deallocate File Record Segment,0x46B7,6,1
8729618164,12/23/23 0:22:09,Directory Creation,Google Chrome (all users),Google Chrome (all users),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Initialize File Record Segment,0x46B7,6,1
8729618481,12/23/23 0:22:09,Directory Creation,Mozilla Firefox (ESR),Mozilla Firefox (ESR),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Initialize File Record Segment,0x8019,6,1
8729618763,12/23/23 0:22:09,Directory Deletion,Mozilla Firefox (ESR),Mozilla Firefox (ESR),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Deallocate File Record Segment,0x8019,6,1
8729618909,12/23/23 0:22:09,Directory Creation,Shotcut,Shotcut,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Initialize File Record Segment,0x8019,6,1
8729619147,12/23/23 0:22:09,Directory Deletion,Shotcut,Shotcut,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Deallocate File Record Segment,0x8019,6,1
8729619319,12/23/23 0:22:09,Directory Creation,WinRAR Archiver (32 Bit),WinRAR Archiver (32 Bit),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Initialize File Record Segment,0x8019,6,1
8729619614,12/23/23 0:22:09,Directory Deletion,WinRAR Archiver (32 Bit),WinRAR Archiver (32 Bit),12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,12/23/23 0:22:09,Deallocate File Record Segment,0x8019,6,1
